[hastings]s2197197: cat slurm-2226131.out
============================================================
TimeSformer Fine-tuning — Experiment: concat
============================================================
Device: cuda

Loading base model...

Parameter summary:
  Total:     121,927,260
  Trainable: 534,702  (0.4%) — concat classifier only
  Frozen:    121,392,558  (99.6%) — entire backbone frozen

Starting from scratch
Loaded 168913 training samples

============================================================
Epoch 1/5
============================================================
Epoch 1 started — 21114 batches
  Epoch 2 Step 12700/21114: loss=0.5416  top-1=85.09%
  Epoch 2 Step 12800/21114: loss=0.5420  top-1=85.09%
  Epoch 2 Step 12900/21114: loss=0.5428  top-1=85.08%
  Epoch 2 Step 13000/21114: loss=0.5435  top-1=85.06%
  Epoch 2 Step 13100/21114: loss=0.5435  top-1=85.05%
  Epoch 2 Step 13200/21114: loss=0.5440  top-1=85.05%
  Epoch 2 Step 13300/21114: loss=0.5436  top-1=85.06%
  Epoch 2 Step 13400/21114: loss=0.5435  top-1=85.07%
  Epoch 2 Step 13500/21114: loss=0.5440  top-1=85.06%
  Epoch 2 Step 13600/21114: loss=0.5438  top-1=85.06%
  Epoch 2 Step 13700/21114: loss=0.5439  top-1=85.06%
  Epoch 2 Step 13800/21114: loss=0.5449  top-1=85.04%
  Epoch 2 Step 13900/21114: loss=0.5456  top-1=85.02%
  Epoch 2 Step 14000/21114: loss=0.5457  top-1=85.02%
  Epoch 2 Step 14100/21114: loss=0.5462  top-1=85.01%
  Epoch 2 Step 14200/21114: loss=0.5465  top-1=85.00%
  Epoch 2 Step 14300/21114: loss=0.5465  top-1=85.00%
  Epoch 2 Step 14400/21114: loss=0.5472  top-1=84.99%
  Epoch 2 Step 14500/21114: loss=0.5474  top-1=84.99%
  Epoch 2 Step 14600/21114: loss=0.5483  top-1=84.98%
  Epoch 2 Step 14700/21114: loss=0.5480  top-1=84.98%
  Epoch 2 Step 14800/21114: loss=0.5479  top-1=84.98%
  Epoch 2 Step 14900/21114: loss=0.5481  top-1=84.97%
  Epoch 2 Step 15000/21114: loss=0.5488  top-1=84.97%
  Epoch 2 Step 15100/21114: loss=0.5491  top-1=84.97%
  Epoch 2 Step 15200/21114: loss=0.5492  top-1=84.96%
  Epoch 2 Step 15300/21114: loss=0.5497  top-1=84.95%
  Epoch 2 Step 15400/21114: loss=0.5498  top-1=84.95%
  Epoch 2 Step 15500/21114: loss=0.5494  top-1=84.97%
  Epoch 2 Step 15600/21114: loss=0.5498  top-1=84.96%
  Epoch 2 Step 15700/21114: loss=0.5508  top-1=84.95%
  Epoch 2 Step 15800/21114: loss=0.5507  top-1=84.95%
  Epoch 2 Step 15900/21114: loss=0.5512  top-1=84.95%
  Epoch 2 Step 16000/21114: loss=0.5513  top-1=84.94%
  Epoch 2 Step 16100/21114: loss=0.5515  top-1=84.94%
  Epoch 2 Step 16200/21114: loss=0.5521  top-1=84.93%
  Epoch 2 Step 16300/21114: loss=0.5522  top-1=84.93%
  Epoch 2 Step 16400/21114: loss=0.5519  top-1=84.94%
  Epoch 2 Step 16500/21114: loss=0.5521  top-1=84.94%
  Epoch 2 Step 16600/21114: loss=0.5523  top-1=84.94%
  Epoch 2 Step 16700/21114: loss=0.5528  top-1=84.93%
  Epoch 2 Step 16800/21114: loss=0.5528  top-1=84.94%
  Epoch 2 Step 16900/21114: loss=0.5531  top-1=84.93%
